locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
947813,Park's Catering,Truck,202101,03RD ST: EVANS AVE to FAIRFAX AVE (3801 - 3899) -- EAST --,3801 03RD ST,5242002,5242,2,17MFF-0153,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6015841.555,2097791.762,37.74102621,-122.3877929,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0153&ExportPDF=1&Filename=17MFF-0153_schedule.pdf,Mo-Fr:9AM-10AM,,03/13/2017 12:00:00 AM,13/03/17,1,03/15/2018 12:00:00 AM,"(37.7410262077887, -122.387792927994)"
934544,"San Francisco Street Foods, Inc.",Push Cart,7038000,HOWARD ST: 03RD ST to 04TH ST (700 - 799),701 HOWARD ST,3734091,3734,91,17MFF-0100,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6012391.612,2113335.21,37.78351335,-122.4008134,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0100&ExportPDF=1&Filename=17MFF-0100_schedule.pdf,Mo-Su:6AM-12AM,,03/13/2017 12:00:00 AM,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7835133512454, -122.400813391105)"
947806,Park's Catering,Truck,8483000,LOOMIS ST: BARNEVELD AVE \ MCKINNON AVE to OAKDALE AVE (1 - 99),10 LOOMIS ST,5560100,5560,100,17MFF-0153,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6011237.657,2098889.381,37.74378392,-122.4037888,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0153&ExportPDF=1&Filename=17MFF-0153_schedule.pdf,Mo-Fr:8AM-9AM,,03/13/2017 12:00:00 AM,13/03/17,1,03/15/2018 12:00:00 AM,"(37.7437839233827, -122.40378882961)"
934523,Quan Catering,Truck,11741000,SELBY ST: HUDSON AVE to INNES AVE (500 - 599),500 SELBY ST,5264049,5264,49,17MFF-0095,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6013218.357,2099109.295,37.74449821,-122.3969554,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0095&ExportPDF=1&Filename=17MFF-0095_schedule.pdf,Mo-Fr:8AM-8AM/11AM-12PM,,03/13/2017 12:00:00 AM,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7444982132112, -122.396955405842)"
934526,Quan Catering,Truck,3083000,BRANNAN ST: HARRIET ST to LUCERNE ST (715 - 743),722 BRANNAN ST,3779132,3779,132,17MFF-0095,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6011956.485,2110042.886,37.77444911,-122.4020872,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0095&ExportPDF=1&Filename=17MFF-0095_schedule.pdf,Mo-Fr:9AM-10AM,,03/13/2017 12:00:00 AM,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7744491107754, -122.402087236063)"
934525,Quan Catering,Truck,2107000,ALABAMA ST: TREAT AVE to 15TH ST (201 - 212),201 ALABAMA ST,3924 006,3924,6,17MFF-0095,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6009014.746,2107680.473,37.76779784,-122.4120963,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0095&ExportPDF=1&Filename=17MFF-0095_schedule.pdf,Mo-Fr:8AM-9AM,,03/13/2017 12:00:00 AM,13/02/17,1,03/15/2018 12:00:00 AM,"(37.767797843619, -122.412096318861)"
934527,Quan Catering,Truck,194201,03RD ST: 25TH ST to 26TH ST (2900 - 2998) -- WEST --,2920 03RD ST,4295014,4295,14,17MFF-0095,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6015872.066,2101777.398,37.75197163,-122.3879655,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0095&ExportPDF=1&Filename=17MFF-0095_schedule.pdf,Mo-Fr:9AM-10AM,,03/13/2017 12:00:00 AM,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7519716288769, -122.387965483801)"
934543,"San Francisco Street Foods, Inc.",Push Cart,30049000,DRUMM ST: CALIFORNIA ST intersection,5 THE EMBARCADERO,0234 017,234,17,17MFF-0099,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6013916.72,2117244.027,37.794331,-122.3958111,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0099&ExportPDF=1&Filename=17MFF-0099_schedule.pdf,Mo-Su:6AM-12AM,,03/13/2017 12:00:00 AM,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7943310032468, -122.395811053023)"
934712,"Halal Cart, LLC",Push Cart,9301000,MONTGOMERY ST: CALIFORNIA ST to SACRAMENTO ST (400 - 499),400 MONTGOMERY ST,239009,239,9,17MFF-0116,APPROVED,kebabs: halal gyro: grilled halal meat: refreshments,6011956.214,2116853.2,37.79314863,-122.4025672,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0116&ExportPDF=1&Filename=17MFF-0116_schedule.pdf,Mo/We/Fr:10AM-3PM,,03/13/2017 12:00:00 AM,13/02/17,0,03/15/2018 12:00:00 AM,"(37.7931486269835, -122.402567175578)"
934533,Quan Catering,Truck,198101,03RD ST: ARTHUR AVE \ CARGO WAY to BURKE AVE (3401 - 3499) -- EAST --,3433 03RD ST,5203023,5203,23,17MFF-0095,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,,,0,0,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0095&ExportPDF=1&Filename=17MFF-0095_schedule.pdf,Mo-Fr:8AM-9AM/11AM-12PM,,03/13/2017 12:00:00 AM,13/02/17,1,03/15/2018 12:00:00 AM,"(0, 0)"
947815,Park's Catering,Truck,8700000,MARIN ST: KANSAS ST to HWY 101 N ON RAMP (2500 - 2599),2525 MARIN ST,4343001D,4343,001D,17MFF-0153,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6011789.79,2100273.801,37.74761607,-122.401977,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0153&ExportPDF=1&Filename=17MFF-0153_schedule.pdf,Mo-Fr:10AM-11AM,,03/13/2017 12:00:00 AM,13/03/17,1,03/15/2018 12:00:00 AM,"(37.7476160722331, -122.401976975724)"
947838,DO UC US Mobile Catering,Truck,10293000,PARNASSUS AVE: HILLWAY AVE to 03RD AVE (400 - 599),400 PARNASSUS AVE,1756001,1756,1,17MFF-0154,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,5995605.966,2106525.104,37.76386403,-122.4583917,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0154&ExportPDF=1&Filename=17MFF-0154_schedule.pdf,Mo-Fr:9AM-4PM,,03/13/2017 12:00:00 AM,13/03/17,1,03/15/2018 12:00:00 AM,"(37.7638640323832, -122.458391749844)"
934709,"Halal Cart, LLC",Push Cart,8741101,MARKET ST: FREMONT ST \ FRONT ST to 01ST ST \ BUSH ST (401 - 499) -- SOUTH --,455 MARKET ST,3709012,3709,12,17MFF-0114,APPROVED,Gyros: Kebabs: soft drinks: and water,6013076.33,2116028.637,37.79094704,-122.3986336,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0114&ExportPDF=1&Filename=17MFF-0114_schedule.pdf,Mo-Su:10AM-8PM,,03/13/2017 12:00:00 AM,13/02/17,0,03/15/2018 12:00:00 AM,"(37.7909470419234, -122.398633589404)"
947840,DO UC US Mobile Catering,Truck,185104,03RD ST: MISSION BAY BLVD to SOUTH ST (1401 - 1599) -- EAST --,1501 03RD ST,8720013,8720,13,17MFF-0154,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,6015663.184,2108672.393,37.77089223,-122.3891692,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0154&ExportPDF=1&Filename=17MFF-0154_schedule.pdf,Mo-Fr:8AM-9AM,,03/13/2017 12:00:00 AM,13/03/17,1,03/15/2018 12:00:00 AM,"(37.7708922310318, -122.389169231483)"
947800,Park's Catering,Truck,9206000,MISSISSIPPI ST: END to CESAR CHAVEZ ST (1200 - 1299),1200 MISSISSIPPI ST,4288003,4288,3,17MFF-0153,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6014017.542,2101712.689,37.75169104,-122.3943742,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0153&ExportPDF=1&Filename=17MFF-0153_schedule.pdf,Mo-Fr:5AM-6AM,,03/13/2017 12:00:00 AM,13/03/17,1,03/15/2018 12:00:00 AM,"(37.7516910357229, -122.394374213263)"
934534,Quan Catering,Truck,135000,02ND ST: HOWARD ST to TEHAMA ST (200 - 227),222 02ND ST,3735063,3735,63,17MFF-0095,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6013157.288,2114341.766,37.7863198,-122.3982351,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0095&ExportPDF=1&Filename=17MFF-0095_schedule.pdf,Mo-Fr:10AM-12PM,,03/13/2017 12:00:00 AM,13/02/17,1,03/15/2018 12:00:00 AM,"(37.786319798284, -122.398235074249)"
947818,Park's Catering,Truck,9563000,NEWHALL ST: MENDELL ST to EVANS AVE (200 - 399),300 NEWHALL ST,5203041,5203,41,17MFF-0153,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6016565.95,2098577.827,37.74322468,-122.385343,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0153&ExportPDF=1&Filename=17MFF-0153_schedule.pdf,Mo-Fr:10AM-11AM,,03/13/2017 12:00:00 AM,13/03/17,1,03/15/2018 12:00:00 AM,"(37.7432246838616, -122.385342973421)"
934530,Quan Catering,Truck,2471000,CESAR CHAVEZ ST: INDIANA ST to IOWA ST (1300 - 1399),1301 CESAR CHAVEZ ST,4352007,4352,7,17MFF-0095,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6014982.07,2100806.303,37.74925586,-122.3909754,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0095&ExportPDF=1&Filename=17MFF-0095_schedule.pdf,Mo-Fr:9AM-10AM,,03/13/2017 12:00:00 AM,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7492558595291, -122.390975379577)"
947814,Park's Catering,Truck,9504000,NAPOLEON ST: EVANS AVE \ TOLAND ST to JERROLD AVE (25 - 299),190 NAPOLEON ST,4343004,4343,4,17MFF-0153,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6012688.941,2100244.688,37.74758628,-122.3988657,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0153&ExportPDF=1&Filename=17MFF-0153_schedule.pdf,Mo-Fr:9AM-10AM,,03/13/2017 12:00:00 AM,13/03/17,1,03/15/2018 12:00:00 AM,"(37.7475862762565, -122.398865700796)"
947812,Park's Catering,Truck,9563000,NEWHALL ST: MENDELL ST to EVANS AVE (200 - 399),220 NEWHALL ST,5203040,5203,40,17MFF-0153,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6016819.592,2098496.079,37.74301425,-122.3844602,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0153&ExportPDF=1&Filename=17MFF-0153_schedule.pdf,Mo-Fr:9AM-10AM,,03/13/2017 12:00:00 AM,13/03/17,1,03/15/2018 12:00:00 AM,"(37.7430142496315, -122.384460244935)"
934520,Quan Catering,Truck,2867000,BEALE ST: HARRISON ST to BRYANT ST \ DELANCEY ST (400 - 499),400 BEALE ST,3766012,3766,12,17MFF-0095,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6015274.974,2114511.988,37.78690492,-122.3909203,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0095&ExportPDF=1&Filename=17MFF-0095_schedule.pdf,Mo-Fr:11AM-12PM,,03/13/2017 12:00:00 AM,13/02/17,1,03/15/2018 12:00:00 AM,"(37.786904919457, -122.390920262962)"
947726,Roadside Rotisserie Corporation / Country Grill,Truck,3075000,BRANNAN ST: STANFORD ST to JACK LONDON ALY (324 - 353),333 BRANNAN ST,3788042,3788,42,17MFF-0149,APPROVED,Rotisserie Chicken; Ribs; Pork Loin; Roasted Potatoes; Chicken Wrap; Kale Salad; Drinks,6014798.469,2112341.208,37.780918,-122.392417,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0149&ExportPDF=1&Filename=17MFF-0149_schedule.pdf,Mo/Tu/Th:9AM-6PM,,03/13/2017 12:00:00 AM,13/03/17,0,03/15/2018 12:00:00 AM,"(37.780918000993, -122.392416983133)"
934535,Quan Catering,Truck,3376000,BURKE AVE: END to 03RD ST (1500 - 1599),1575 BURKE AVE,5203043,5203,43,17MFF-0095,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6016176.048,2098933.04,37.74417845,-122.3867159,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0095&ExportPDF=1&Filename=17MFF-0095_schedule.pdf,,,03/13/2017 12:00:00 AM,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7441784473757, -122.386715929759)"
947819,Park's Catering,Truck,5329000,EVANS AVE: HUNTERS POINT BLVD to JENNINGS ST \ MIDDLE POINT RD (1031 - 1099),1000 EVANS AVE,4580002,4580,2,17MFF-0153,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6019061.118,2096525.406,37.73772687,-122.3765729,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0153&ExportPDF=1&Filename=17MFF-0153_schedule.pdf,Mo-Fr:11AM-12PM,,03/13/2017 12:00:00 AM,13/03/17,1,03/15/2018 12:00:00 AM,"(37.7377268665958, -122.376572914573)"
947817,Park's Catering,Truck,10397000,PHELPS ST: FAIRFAX AVE to GALVEZ AVE (500 - 599),525 PHELPS ST,5242015,5242,15,17MFF-0153,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6015469.672,2098066.746,37.74176065,-122.389098,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0153&ExportPDF=1&Filename=17MFF-0153_schedule.pdf,Mo-Fr:10AM-11AM,,03/13/2017 12:00:00 AM,13/03/17,1,03/15/2018 12:00:00 AM,"(37.7417606496655, -122.389097970195)"
934521,Quan Catering,Truck,3524000,CALIFORNIA ST: DRUMM ST to DAVIS ST (1 - 99),50 CALIFORNIA ST,235022,235,22,17MFF-0095,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6013470.754,2117151.885,37.79405318,-122.3973477,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0095&ExportPDF=1&Filename=17MFF-0095_schedule.pdf,Mo-Fr:12PM-1PM,,03/13/2017 12:00:00 AM,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7940531837329, -122.397347693326)"
947811,Park's Catering,Truck,9563000,NEWHALL ST: MENDELL ST to EVANS AVE (200 - 399),330 NEWHALL ST,5203035,5203,35,17MFF-0153,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6016150.748,2098500.68,37.74298987,-122.3867733,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0153&ExportPDF=1&Filename=17MFF-0153_schedule.pdf,Mo-Fr:9AM-10AM,,03/13/2017 12:00:00 AM,13/03/17,1,03/15/2018 12:00:00 AM,"(37.7429898747753, -122.386773267176)"
934713,"Halal Cart, LLC",Push Cart,8737101,MARKET ST: STEUART ST to SPEAR ST (1 - 99) -- SOUTH --,1 MARKET ST,3713006,3713,6,17MFF-0116,APPROVED,kebabs: halal gyro: grilled halal meat: refreshments,6014186.566,2117071.214,37.79387151,-122.3948652,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0116&ExportPDF=1&Filename=17MFF-0116_schedule.pdf,Tu/Th/Fr:9AM-3PM,,03/13/2017 12:00:00 AM,13/02/17,0,03/15/2018 12:00:00 AM,"(37.7938715071506, -122.394865238621)"
947804,Park's Catering,Truck,5337000,EVANS AVE: RANKIN ST to SELBY ST (1800 - 1890),1801 EVANS AVE,5232005,5232,5,17MFF-0153,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6014340.249,2099120.438,37.7445912,-122.3930769,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0153&ExportPDF=1&Filename=17MFF-0153_schedule.pdf,Mo-Fr:7AM-8AM,,03/13/2017 12:00:00 AM,13/03/17,1,03/15/2018 12:00:00 AM,"(37.7445911950917, -122.393076880858)"
934545,"San Francisco Street Foods, Inc.",Push Cart,11222000,SACRAMENTO ST: FRONT ST to BATTERY ST (300 - 399),1 THE EMBARCADERO,230028,230,28,17MFF-0101,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6012811.658,2117380.371,37.79464383,-122.3996443,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0101&ExportPDF=1&Filename=17MFF-0101_schedule.pdf,Mo-Su:6AM-12AM,,03/13/2017 12:00:00 AM,13/02/17,1,03/15/2018 12:00:00 AM,"(37.7946438346195, -122.399644298529)"
947730,Roadside Rotisserie Corporation / Country Grill,Truck,10624001,POST ST: MONTGOMERY ST to LICK PL (1 - 40),1 POST ST,311015,311,15,17MFF-0151,APPROVED,Rotisserie chicken: pork loin: ribs: chicken salad wrap: potatoes: roasted seasonal vegetables kale salad: beverages.,6011921.732,2115262.393,37.78877872,-122.4025746,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0151&ExportPDF=1&Filename=17MFF-0151_schedule.pdf,Tu/Th/Fr:6PM-8PM,,03/13/2017 12:00:00 AM,13/03/17,0,03/15/2018 12:00:00 AM,"(37.788778723378, -122.402574568411)"
947733,Halal Cart of San Francisco,Push Cart,3529000,CALIFORNIA ST: LEIDESDORFF ST to MONTGOMERY ST (449 - 499),400 MONTGOMERY ST,239009,239,9,17MFF-0152,APPROVED,Halal Gyro over Rice: Halal Chicken over Rice: Halal Gyro: and Chicken Sandwich,6011956.214,2116853.2,37.79314863,-122.4025672,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=17MFF-0152&ExportPDF=1&Filename=17MFF-0152_schedule.pdf,Tu/Th:10AM-4PM,,03/13/2017 12:00:00 AM,13/03/17,0,03/15/2018 12:00:00 AM,"(37.7931486269835, -122.402567175578)"
